日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2020-12-16,=4645.7717,=7548.7500,=13350875056279.7305,=9583400600290,=3731452767464.2500,=0.8444,=0.0008,=1.4903,=1.1806,=1.0359
2020-12-15,=4664.8990,=7579.8300,=13353619784324.4805,=9586397151125,=3730752368315.0190,=0.8445,=0.0008,=1.4913,=1.1808,=1.0360
2020-12-14,=4674.2224,=7594.9800,=13436754510322.1055,=9636229668272,=3749427661062.0791,=0.8498,=0.0025,=1.4917,=1.1808,=1.0360
2020-12-11,=4706.9426,=7648.1500,=14396202283643.0605,=10566619197670,=4240302688225.0210,=0.9118,=0.0493,=1.4918,=1.1808,=1.0360
2020-12-10,=4735.4139,=7694.4100,=14495073647781.5254,=10631142119010,=4290268876747.5601,=0.9181,=0.0584,=1.4919,=1.1811,=1.0360
2020-12-09,=4727.4821,=7681.5200,=14543179610215.5996,=10639382216788,=4289633807050.2700,=0.9211,=0.0596,=1.4919,=1.1811,=1.0361
2020-12-08,=4786.7612,=7777.8400,=14636788899187.4805,=10708810612578,=4324277637013.9199,=0.9271,=0.0654,=1.4941,=1.1812,=1.0361
2020-12-07,=4800.9369,=7800.8800,=14762987496304.2598,=10774214153722,=4351856752328.7222,=0.9351,=0.0720,=1.4941,=1.1816,=1.0364
2020-12-04,=4849.9470,=7880.5100,=15032923484090.2402,=10963025895228,=4431408438382.5176,=0.9522,=0.0794,=1.4942,=1.1820,=1.0368
2020-12-03,=4856.6980,=7891.4800,=15174071863194.4121,=11050409294377,=4466607194153.5381,=0.9611,=0.0822,=1.4949,=1.1822,=1.0369
2020-12-02,=4891.2809,=7947.6700,=15275810871123.7637,=11131743052375,=4493520314488.4307,=0.9675,=0.0847,=1.4956,=1.1825,=1.0369
2020-12-01,=4883.2179,=7934.5700,=15281407964495.1094,=11136673631709,=4480339001908.2715,=0.9679,=0.0851,=1.4957,=1.1826,=1.0372
2020-11-30,=4817.8177,=7828.3000,=14995595942940.2617,=10936217805489,=4393450392069.1309,=0.9498,=0.0789,=1.4958,=1.1828,=1.0373
2020-11-27,=4871.0568,=7914.8100,=15126418024377.9199,=11062914007131,=4445896135984.2012,=0.9581,=0.0810,=1.4960,=1.1830,=1.0375
2020-11-26,=4837.0044,=7859.4800,=14752823835118.5625,=10817633484473,=4370387345017.3701,=0.9344,=0.0715,=1.4966,=1.1833,=1.0384
2020-11-25,=4856.1272,=7890.5500,=14640576755453.7813,=10751845411148,=4345175267534.6289,=0.9273,=0.0654,=1.4968,=1.1834,=1.0384
2020-11-24,=4924.3242,=7999.7900,=14733026985102.5508,=10826609872428,=4385163983627.3706,=0.9330,=0.0703,=1.4969,=1.1834,=1.0386
2020-11-23,=4943.5634,=8031.0500,=14802181316121.3809,=10874353334165,=4412671658597.6904,=0.9374,=0.0724,=1.4983,=1.1834,=1.0386
2020-11-20,=4875.3424,=7920.2200,=14621029878865.2852,=10750445253121,=4356107055128.1602,=0.9259,=0.0641,=1.4989,=1.1837,=1.0386
2020-11-19,=4850.4348,=7879.7600,=14668075579752.9922,=10770890187786,=4367423191950.3179,=0.9289,=0.0662,=1.4999,=1.1838,=1.0388
2020-11-18,=4870.8953,=7913,=14588385090704.1621,=10716142393861,=4336071222385.3198,=0.9239,=0.0625,=1.5007,=1.1841,=1.0391
2020-11-17,=4852.2649,=7882.7300,=14467336127090.1992,=10635963183103,=4289160135088.7002,=0.9162,=0.0543,=1.5011,=1.1848,=1.0395
2020-11-16,=4819.8287,=7830.0400,=14368321724231.4883,=10570746777495,=4248746768409.3784,=0.9099,=0.0473,=1.5014,=1.1850,=1.0396
2020-11-13,=4721.1943,=7669.8000,=14274740574978.9980,=10503026826539,=4222351061609.3599,=0.9040,=0.0403,=1.5036,=1.1851,=1.0396
2020-11-12,=4752.8383,=7721.2100,=14473843235963.3398,=10641945451384,=4288079048088.3081,=0.9166,=0.0547,=1.5040,=1.1852,=1.0396
2020-11-11,=4726.2945,=7678.0900,=14545031601114.3164,=10684994972302,=4299216404510.7500,=0.9211,=0.0576,=1.5055,=1.1853,=1.0397
2020-11-10,=4705.1057,=7643.6600,=14423594378944.1113,=10612911988508,=4271086025359.9492,=0.9134,=0.0498,=1.5057,=1.1855,=1.0397
2020-11-09,=4720.2692,=7668.3000,=14420886451027.4902,=10625449765370,=4271995296188.1392,=0.9133,=0.0493,=1.5062,=1.1857,=1.0397
2020-11-06,=4644.2140,=7544.7400,=14304768052653.4668,=10531398000810,=4231751319365.8198,=0.9059,=0.0424,=1.5065,=1.1858,=1.0403
2020-11-05,=4636.8434,=7532.7700,=14231141150688.3457,=10467487651523,=4207351479574.7690,=0.9013,=0.0382,=1.5072,=1.1860,=1.0409
2020-11-04,=4558.1244,=7404.8900,=14097865107421.7656,=10349737257402,=4154985606176.9312,=0.8928,=0.0308,=1.5094,=1.1863,=1.0410
2020-11-03,=4532.8826,=7363.8800,=13942143687113.5801,=10229624129162,=4081743670027.1499,=0.8830,=0.0263,=1.5099,=1.1865,=1.0410
2020-11-02,=4476.9854,=7273.0700,=13854069937469.3652,=10163213148406,=4050597136118.2681,=0.8774,=0.0222,=1.5100,=1.1866,=1.0411
2020-10-30,=4433.7703,=7202.8700,=13750049944460.6719,=10055326999154,=3983650831497.3198,=0.8953,=0.0317,=1.5115,=1.1867,=1.0411
2020-10-29,=4502.0625,=7313.8100,=13841611178246.8594,=10131469224509,=4022988543372.4009,=0.9142,=0.0481,=1.5122,=1.1868,=1.0411
2020-10-28,=4478.5753,=7275.6500,=13811945900975.0430,=10097110867096,=3990468913688.5288,=0.9167,=0.0510,=1.5123,=1.1868,=1.0411
2020-10-27,=4479.0469,=7276.4200,=13890282513911.3086,=10137794429723,=4030685187275.4199,=0.9231,=0.0555,=1.5131,=1.1868,=1.0413
2020-10-26,=4495.5415,=7300.7400,=13940367170258.2832,=10171166445511,=4048524741077.8198,=0.9264,=0.0572,=1.5136,=1.1875,=1.0414
2020-10-23,=4488.6403,=7289.5300,=13983874003317.0293,=10199379379929,=4061947647511.2358,=0.9306,=0.0600,=1.5137,=1.1875,=1.0415
2020-10-22,=4524.9512,=7346.9600,=14011327272570.1777,=10224526073353,=4080246340252.1499,=0.9320,=0.0613,=1.5150,=1.1876,=1.0416
2020-10-21,=4561.5778,=7404.7100,=14002322860028.9414,=10222842655185,=4077165297971.2192,=0.9315,=0.0604,=1.5163,=1.1877,=1.0417
2020-10-20,=4576.6986,=7429.2500,=13871628339042.1738,=10129992004516,=4038678875554.9863,=0.9228,=0.0543,=1.5183,=1.1879,=1.0422
2020-10-19,=4572.3537,=7422.2000,=13931495680337.4102,=10141468517391,=4033686128832.9463,=0.9268,=0.0567,=1.5188,=1.1888,=1.0424
2020-10-16,=4605.4378,=7473.6400,=13903552847202.9707,=10119205136276,=4039157394602.1631,=0.9253,=0.0563,=1.5197,=1.1890,=1.0424
2020-10-15,=4593.6700,=7453.8500,=13782695886174.5859,=10055390521255,=4012553566781.9429,=0.9172,=0.0518,=1.5199,=1.1900,=1.0424
2020-10-14,=4612.2124,=7483.9400,=13726796808151.8398,=10020948261257,=3991198514558.8218,=0.9135,=0.0469,=1.5200,=1.1902,=1.0425
2020-10-13,=4612.9617,=7485.1600,=13756913908777.3711,=10046352478591,=4000494728253.9658,=0.9155,=0.0489,=1.5201,=1.1904,=1.0425
2020-10-12,=4603.8462,=7470.3700,=13769418433980.7871,=10038950791299,=3988759701542.8242,=0.9163,=0.0493,=1.5201,=1.1905,=1.0426
2020-10-09,=4492.4739,=7289.6500,=13530185941192.8203,=9859411885525,=3899771593164.3481,=0.9004,=0.0350,=1.5217,=1.1907,=1.0428
2020-09-30,=4395.7497,=7132.7000,=13442252514058.8984,=9786576085439,=3863229609660.9390,=0.8946,=0.0308,=1.5221,=1.1909,=1.0428
2020-09-29,=4417.6347,=7168.2100,=13432871255007.7988,=9780813742767,=3867738034729.4302,=0.8940,=0.0304,=1.5226,=1.1913,=1.0429
2020-09-28,=4399.7710,=7139.2300,=13499490144741.4004,=9823357145617,=3884828242428.6182,=0.8984,=0.0321,=1.5232,=1.1925,=1.0432
2020-09-25,=4403.5915,=7145.4200,=13411904213905.4004,=9759669361790,=3866963526315.7109,=0.8926,=0.0292,=1.5234,=1.1935,=1.0434
2020-09-24,=4429.3824,=7187.2700,=13450308482802.8008,=9797685016739,=3885460627496.8799,=0.8951,=0.0300,=1.5246,=1.1937,=1.0434
2020-09-23,=4514.7264,=7323.2100,=13603064619249.2031,=9919966019274,=3944392239606.8789,=0.9053,=0.0370,=1.5246,=1.1941,=1.0435
2020-09-22,=4508.2597,=7312.7200,=13634336128736.8984,=9942675281254,=3955146575113.1411,=0.9074,=0.0387,=1.5246,=1.1945,=1.0436
2020-09-21,=4574.1727,=7419.6400,=13776625476298.5039,=10055953824785,=4006382605816.7310,=0.9168,=0.0465,=1.5256,=1.1945,=1.0438
2020-09-18,=4602.2442,=7465.1700,=13859142745738.5020,=10116602754349,=4035409567059.6602,=0.9223,=0.0486,=1.5267,=1.1947,=1.0438
2020-09-17,=4532.6955,=7349.8100,=13635691331944.1016,=9953066876166,=3957839249635.9399,=0.9074,=0.0387,=1.5270,=1.1949,=1.0440
2020-09-16,=4515.3066,=7321.6200,=13633050834369.3008,=9953663559882,=3954886118606.9790,=0.9073,=0.0383,=1.5272,=1.1952,=1.0441
2020-09-15,=4516.8913,=7324.1900,=13590573160824.0977,=9922130171918,=3942603425094.3691,=0.9044,=0.0358,=1.5272,=1.1954,=1.0441
2020-09-14,=4496.2244,=7290.6700,=13551769495513.6016,=9887929562169,=3915019647377.6289,=0.9019,=0.0342,=1.5285,=1.1960,=1.0444
2020-09-11,=4476.8604,=7259.2800,=13512506761234.4961,=9844503261287,=3895258500084.2202,=0.8993,=0.0321,=1.5294,=1.1967,=1.0449
2020-09-10,=4458.3036,=7229.1900,=13516849889692.9023,=9848321005640,=3901064930449.8809,=0.8995,=0.0321,=1.5310,=1.1969,=1.0449
2020-09-09,=4500.0898,=7296.9400,=13536728988664.1016,=9852275314148,=3893688442866.7578,=0.9009,=0.0325,=1.5313,=1.1969,=1.0450
2020-09-08,=4569.3497,=7409.2500,=13670006930112.6992,=9954966245945,=3945452246895.2202,=0.9097,=0.0379,=1.5326,=1.1975,=1.0451
2020-09-07,=4542.9461,=7366.4300,=13531092112067.7969,=9862577417231,=3909982041343.7412,=0.9005,=0.0321,=1.5328,=1.1975,=1.0452
2020-09-04,=4595.5079,=7451.6600,=13600020929572.3008,=9914860757917,=3935437223137.9692,=0.9051,=0.0342,=1.5351,=1.1976,=1.0452
2020-09-03,=4608.6977,=7473.0500,=13666599128237.3008,=9965653529520,=3960671182412.4185,=0.9095,=0.0366,=1.5372,=1.1981,=1.0452
2020-09-02,=4615.7821,=7484.5400,=13675630976025.5020,=9960476052411,=3958456586219.6709,=0.9101,=0.0366,=1.5395,=1.1984,=1.0454
2020-09-01,=4619.7309,=7490.9400,=13744303959015.9004,=10009127461617,=3972028602765.0991,=0.9147,=0.0395,=1.5400,=1.1986,=1.0456
2020-08-31,=4610.9184,=7476.6500,=13736395664137.6992,=9993691877737,=3962380988546.3809,=0.9142,=0.0391,=1.5404,=1.1986,=1.0458
2020-08-28,=4635.4796,=7516.4800,=13819858773796.1016,=10053934261269,=3982030739256.9199,=0.9182,=0.0416,=1.5413,=1.1986,=1.0462
2020-08-27,=4555.3381,=7386.5300,=13619633053970.9004,=9906588127142,=3877538185298.2998,=0.9064,=0.0346,=1.5428,=1.1989,=1.0465
2020-08-26,=4528.4295,=7342.9000,=13630849007115.4004,=9914476155462,=3884574546055.1577,=0.9070,=0.0346,=1.5462,=1.1998,=1.0465
2020-08-25,=4605.1796,=7467.3500,=13734298322749.6016,=9988855992002,=3918455676765.4619,=0.9137,=0.0379,=1.5462,=1.1998,=1.0466
2020-08-24,=4608.7511,=7473.1400,=13746106919503.5996,=9998203701708,=3921739921744.9551,=0.9151,=0.0383,=1.5471,=1.1998,=1.0466
2020-08-21,=4582.3947,=7430.4000,=13746262775987.6016,=9994426089610,=3904187794236.5269,=0.9172,=0.0391,=1.5493,=1.1999,=1.0466
2020-08-20,=4586.6510,=7434.5300,=13715176532796.0996,=9975749978683,=3893834352133.9858,=0.9150,=0.0379,=1.5494,=1.1999,=1.0466
2020-08-19,=4621.7577,=7491.4300,=13833781966649.7012,=10057400815649,=3933915078611.7578,=0.9229,=0.0399,=1.5494,=1.2000,=1.0466
2020-08-18,=4666.2255,=7563.5100,=13934109893664.4980,=10135781595969,=3972184081759.8979,=0.9296,=0.0436,=1.5499,=1.2000,=1.0467
2020-08-17,=4658.8365,=7548.9700,=14030392759938.2988,=10206767496907,=3999182983952.7778,=0.9360,=0.0453,=1.5507,=1.2003,=1.0467
2020-08-14,=4563.8757,=7395.1000,=13765470308871.8008,=10018727299240,=3919108687281.0210,=0.9183,=0.0391,=1.5511,=1.2004,=1.0467
2020-08-13,=4529.9908,=7337.3100,=13643978730073.5020,=9926029349201,=3874492943897.4678,=0.9094,=0.0354,=1.5526,=1.2008,=1.0470
2020-08-12,=4513.0017,=7309.7900,=13666198272778.8008,=9938113409167,=3882443041843.4170,=0.9109,=0.0362,=1.5530,=1.2008,=1.0471
2020-08-11,=4541.7668,=7356.3800,=13660189993928.3008,=9923797932110,=3882669076659.5078,=0.9106,=0.0354,=1.5531,=1.2009,=1.0472
2020-08-10,=4587.9794,=7431.2300,=13682669925137.5977,=9942890404015,=3886279612684.4331,=0.9122,=0.0358,=1.5542,=1.2011,=1.0473
2020-08-07,=4529.1729,=7335.9800,=13574507408184.2031,=9859441690954,=3842436534557.6362,=0.9050,=0.0337,=1.5560,=1.2020,=1.0474
2020-08-06,=4564.0939,=7392.5400,=13662056982859.1035,=9926999260425,=3868808403177.4702,=0.9108,=0.0350,=1.5564,=1.2021,=1.0474
2020-08-05,=4565.9072,=7387.2400,=13638135125058.4004,=9900140895537,=3856913856321.9868,=0.9092,=0.0346,=1.5595,=1.2021,=1.0474
2020-08-04,=4568.5499,=7391.5100,=13761829373997.2012,=9995263879437,=3894585470137.3970,=0.9174,=0.0358,=1.5609,=1.2025,=1.0477
2020-08-03,=4555.7665,=7370.8300,=13584856531216.7988,=9875272446309,=3840263062624.1069,=0.9056,=0.0337,=1.5611,=1.2031,=1.0478
2020-07-31,=4468.8955,=7230.2800,=13478760816938.6992,=9792528417766,=3797729878863.3130,=0.8986,=0.0317,=1.5628,=1.2032,=1.0483
2020-07-30,=4431.1343,=7167.1500,=13471548116416.9023,=9783581277158,=3787014181489.3892,=0.8979,=0.0309,=1.5632,=1.2041,=1.0485
2020-07-29,=4433.8222,=7170.7100,=13561707838278.0996,=9853601022452,=3816362889845.2612,=0.9039,=0.0325,=1.5651,=1.2048,=1.0485
2020-07-28,=4361.5218,=7050.8200,=13393976302476.8027,=9722804271578,=3753188370984.1572,=0.8927,=0.0292,=1.5664,=1.2049,=1.0487
2020-07-27,=4320.2699,=6984.1400,=13339874111313.7012,=9684251043787,=3733865200952.4570,=0.8891,=0.0276,=1.5678,=1.2050,=1.0488
2020-07-24,=4331.9042,=7002.9400,=13359058622928.5977,=9689457117028,=3736366693930.5171,=0.8904,=0.0276,=1.5683,=1.2054,=1.0488
2020-07-23,=4499.9809,=7274.6600,=13690201784866.8027,=9932930693876,=3851458154184.2021,=0.9124,=0.0317,=1.5737,=1.2054,=1.0489
2020-07-22,=4553.9856,=7358.2600,=13827822797366.9941,=10024661225798,=3886949066086.9731,=0.9214,=0.0325,=1.5788,=1.2056,=1.0489
2020-07-21,=4558.6545,=7363.8900,=13863977019276.5996,=10048818071383,=3900782374191.3301,=0.9238,=0.0329,=1.5789,=1.2056,=1.0491
2020-07-20,=4568.2735,=7377.2400,=13942117517856,=10104566948798,=3923424905581.0479,=0.9289,=0.0346,=1.5826,=1.2058,=1.0493
2020-07-17,=4378.3546,=7070.5400,=13563900663061.2012,=9818708355528,=3787750396535.3550,=0.9037,=0.0309,=1.5829,=1.2062,=1.0494
2020-07-16,=4355.2638,=7025.2900,=13539362441536.8008,=9804208606733,=3770381716320.2271,=0.9009,=0.0300,=1.5841,=1.2062,=1.0495
2020-07-15,=4498.9915,=7254.4200,=13773418896663.5977,=10000319152181,=3856277974546.1201,=0.9164,=0.0313,=1.5857,=1.2062,=1.0498
2020-07-14,=4584.5846,=7383.2800,=14020503523652.2031,=10179598631581,=3914969901297.5698,=0.9276,=0.0329,=1.5859,=1.2065,=1.0500
2020-07-13,=4608.9599,=7417.8800,=14187494053276.0996,=10290209880794,=3963398822845.6060,=0.9372,=0.0358,=1.5892,=1.2081,=1.0504
2020-07-10,=4487.6148,=7220.1600,=14120877948586.9980,=10223662486385,=3939541358378.8022,=0.9318,=0.0342,=1.5903,=1.2084,=1.0505
2020-07-09,=4592.6054,=7368.6100,=14730161931521.8047,=10609528943135,=4087798004604.4331,=0.9605,=0.0424,=1.5927,=1.2086,=1.0506
2020-07-08,=4556.2766,=7298.8100,=14797448271060.3008,=10644786092305,=4091153478113.9814,=0.9649,=0.0428,=1.5936,=1.2088,=1.0508
2020-07-07,=4503.7753,=7210.2000,=14822366498843.1035,=10660026569468,=4090709286508.3862,=0.9666,=0.0436,=1.5949,=1.2090,=1.0508
2020-07-06,=4526.0218,=7238.2100,=14907266980944.2012,=10729357795982,=4103126054291.2559,=0.9720,=0.0461,=1.5958,=1.2091,=1.0510
2020-07-03,=4298.9479,=6875.0600,=13932691893937.5020,=10050961732934,=3843595617599.4492,=0.9084,=0.0305,=1.5968,=1.2092,=1.0510
2020-07-02,=4256.9824,=6799.8700,=13674241773853.2012,=9881119913021,=3781236205466.9990,=0.8914,=0.0276,=1.6010,=1.2095,=1.0511
2020-07-01,=4162.9478,=6643.3000,=13413688573444.1992,=9694476064667,=3709589570334.3032,=0.8740,=0.0193,=1.6022,=1.2104,=1.0511
2020-06-30,=4089.5372,=6526.1500,=13171072398267.0977,=9500224756787,=3606715065839.4131,=0.8582,=0.0095,=1.6038,=1.2105,=1.0518
2020-06-29,=4060.7957,=6466.9900,=13242540590276.1016,=9559111159089,=3605492773201.5181,=0.8570,=0.0082,=1.6046,=1.2106,=1.0519
2020-06-24,=4082.3144,=6497.4000,=13288271866952,=9598117392522,=3626864399124.8379,=0.8599,=0.0107,=1.6074,=1.2112,=1.0523
2020-06-23,=4083.4126,=6483.8500,=13182521726712.2012,=9523974010884,=3594074524023.5269,=0.8516,=0.0033,=1.6080,=1.2122,=1.0524
2020-06-22,=4083.9572,=6484.7100,=13223030204232.4004,=9548278479452,=3602445129178.0732,=0.8542,=0.0041,=1.6113,=1.2123,=1.0525
2020-06-19,=4115.0278,=6527.9500,=13289917296255.8984,=9605879425670,=3628928719410.2441,=0.8584,=0.0086,=1.6129,=1.2124,=1.0526
2020-06-18,=4108.1860,=6514.0800,=13247605736508.9023,=9570904043764,=3612048902812.9189,=0.8555,=0.0045,=1.6146,=1.2126,=1.0526
2020-06-17,=4076.7745,=6455.2800,=13258858878993.6035,=9571511248820,=3608080482973.5171,=0.8556,=0.0045,=1.6148,=1.2126,=1.0526
2020-06-16,=4070.1585,=6442,=13260694285765.5020,=9546342955782,=3612731123843.6089,=0.8556,=0.0045,=1.6148,=1.2128,=1.0529
2020-06-15,=4001.9900,=6334.1100,=13119670370713.5977,=9435686068103,=3565738041732.3525,=0.8465,=0.0012,=1.6148,=1.2129,=1.0531
2020-06-12,=4035.6883,=6378.7500,=13304407471413.2988,=9572486183296,=3622826110082.0220,=0.8570,=0.0054,=1.6148,=1.2130,=1.0537
2020-06-11,=4043.1587,=6387.8700,=13320278457899.5996,=9591268405871,=3624968318729.6108,=0.8580,=0.0058,=1.6157,=1.2131,=1.0544
2020-06-10,=4080.9793,=6439.4900,=13450266635638.4004,=9693251288542,=3673790171383.5010,=0.8657,=0.0107,=1.6157,=1.2134,=1.0544
2020-06-09,=4107.6840,=6465.3400,=13541203691619.5000,=9762913493495,=3701054851493.8262,=0.8699,=0.0119,=1.6157,=1.2135,=1.0546
2020-06-08,=4092.0723,=6439.2700,=13485253507103.4023,=9722963915031,=3684654463747.5532,=0.8663,=0.0107,=1.6161,=1.2138,=1.0548
2020-06-05,=4088.8884,=6434.2600,=13431466939741.1016,=9670774731042,=3663970445024.0669,=0.8629,=0.0086,=1.6180,=1.2140,=1.0549
2020-06-04,=4104.4761,=6454.9500,=13409877499281.9004,=9660194495843,=3666309745221.2798,=0.8614,=0.0078,=1.6190,=1.2142,=1.0551
2020-06-03,=4091.7063,=6434.8700,=13461502452506.4980,=9699041419047,=3678564390604.3599,=0.8647,=0.0095,=1.6199,=1.2146,=1.0553
2020-06-02,=4091.5298,=6430.2300,=13452625780355.4980,=9696670502367,=3678670494559.8550,=0.8638,=0.0086,=1.6208,=1.2148,=1.0555
2020-06-01,=4082.1947,=6411.9700,=13400971295312.7988,=9656051274255,=3664407381521.5918,=0.8599,=0.0066,=1.6215,=1.2151,=1.0556
2020-05-29,=4002.1808,=6285.1700,=13218796724229.7969,=9508259878550,=3593890701236.1978,=0.8482,=0.0016,=1.6233,=1.2157,=1.0558
2020-05-28,=4026.0040,=6311.2400,=13327226579158.9023,=9585952183064,=3623442303779.9150,=0.8545,=0.0033,=1.6236,=1.2161,=1.0558
2020-05-27,=4033.7463,=6311.1600,=13226978007777.5996,=9515806658635,=3592182491707.6680,=0.8479,=0.0012,=1.6248,=1.2162,=1.0559
2020-05-26,=4016.3524,=6283.9500,=13181838436751.9980,=9484197452511,=3585110741048.0718,=0.8451,=0.0008,=1.6250,=1.2164,=1.0560
2020-05-25,=3985.3853,=6235.5000,=13144039294136.0977,=9454436245091,=3562718487665.6411,=0.8426,=0.0004,=1.6252,=1.2167,=1.0566
2020-05-22,=3965.2171,=6203.9400,=13091857255249.1035,=9413814456043,=3553547709828.8589,=0.8393,=0,=1.6252,=1.2170,=1.0568
2020-05-21,=4034.8766,=6308.2300,=13312007963394.8047,=9572193375892,=3624622316043.8799,=0.8533,=0.0012,=1.6271,=1.2173,=1.0568
2020-05-20,=4057.0651,=6342.9200,=13365529199796.6992,=9618558511463,=3642481759477.8770,=0.8567,=0.0021,=1.6272,=1.2174,=1.0576
2020-05-19,=4089.5434,=6390.6800,=13374106436288.9023,=9631282046542,=3647124862550.2261,=0.8571,=0.0021,=1.6274,=1.2175,=1.0577
2020-05-18,=4064.5841,=6351.6800,=13283530816117.9023,=9570328421402,=3619884169369.6870,=0.8513,=0.0004,=1.6275,=1.2175,=1.0580
2020-05-15,=4067.6979,=6350.5300,=13264062282530.1992,=9554732498078,=3612058301765.0898,=0.8500,=0,=1.6291,=1.2176,=1.0585
2020-05-14,=4082.3725,=6373.4400,=13299986900313.6016,=9582854636642,=3627065617574.3711,=0.8523,=0,=1.6291,=1.2176,=1.0588
2020-05-13,=4125.9122,=6441.4200,=13425998213824.3008,=9673397415558,=3668177697369.9238,=0.8604,=0.0016,=1.6293,=1.2179,=1.0589
2020-05-12,=4121.5079,=6427.0600,=13414978380901.5977,=9674471193034,=3670081833767.5630,=0.8596,=0.0012,=1.6295,=1.2182,=1.0590
2020-05-11,=4134.9394,=6448,=13475565228760.1035,=9716602358693,=3687817887146.7710,=0.8635,=0.0021,=1.6308,=1.2186,=1.0594
2020-05-08,=4132.8085,=6444.6800,=13445063013038.9004,=9697971093819,=3681487878592.9658,=0.8615,=0.0016,=1.6310,=1.2191,=1.0594
2020-05-07,=4100.4833,=6394.2700,=13356501591058,=9628886066564,=3643754375821.4858,=0.8559,=0,=1.6312,=1.2194,=1.0597
2020-05-06,=4094.1991,=6384.4700,=13395972943324.6992,=9658388692840,=3655844622350.4663,=0.8584,=0.0004,=1.6320,=1.2195,=1.0599
2020-04-30,=4090.1243,=6378.1200,=13492900556355.5039,=9720469626496,=3674764776209.8652,=0.8646,=0.0008,=1.6370,=1.2204,=1.0599
2020-04-29,=4053.9494,=6315.1400,=13414265049913.7012,=9651732154865,=3652683899620.7388,=0.8666,=0.0008,=1.6373,=1.2210,=1.0600
2020-04-28,=4018.5063,=6253.9200,=13223908921031.9004,=9520780711221,=3589313495420.1641,=0.8732,=0.0025,=1.6373,=1.2216,=1.0600
2020-04-27,=4042.9854,=6292.0100,=13207846676963.7012,=9511300256825,=3578236205396.7163,=0.8728,=0.0021,=1.6381,=1.2221,=1.0601
2020-04-24,=4019.4197,=6255.3400,=13100352444222.0996,=9437860520185,=3543371704643.9897,=0.8676,=0.0008,=1.6394,=1.2225,=1.0603
2020-04-23,=4043.8565,=6293.3700,=13152115317639.5000,=9476926517013,=3555507549494.7192,=0.8724,=0.0008,=1.6404,=1.2236,=1.0603
2020-04-22,=4056.4417,=6312.9600,=13203281669245.1973,=9515231668169,=3566113740348.6084,=0.8767,=0.0025,=1.6406,=1.2247,=1.0606
2020-04-21,=4039.7047,=6284.5900,=13174443390815.6992,=9494389023232,=3551318437292.3579,=0.8748,=0.0012,=1.6420,=1.2253,=1.0609
2020-04-20,=4064.3126,=6322.8800,=13276901194909.6016,=9566839473124,=3580178054493.8345,=0.8819,=0.0058,=1.6423,=1.2258,=1.0611
2020-04-17,=4040.9176,=6286.4800,=13307376009187.2012,=9584048365898,=3582851613387.5229,=0.8840,=0.0062,=1.6456,=1.2263,=1.0611
2020-04-16,=4029.0020,=6267.9400,=13214750717038,=9510737736843,=3551290787837.9536,=0.8779,=0.0029,=1.6461,=1.2274,=1.0614
2020-04-15,=4041.3918,=6287.2200,=13224580628735.2012,=9518731210128,=3559408640401.4307,=0.8797,=0.0041,=1.6479,=1.2282,=1.0614
2020-04-14,=4063.7087,=6321.9400,=13295336059205.4023,=9576405351689,=3590032756178.1416,=0.8845,=0.0058,=1.6499,=1.2283,=1.0615
2020-04-13,=4012.5881,=6242.4100,=13171149621413.2012,=9476975001806,=3538835697365.2471,=0.8767,=0.0016,=1.6502,=1.2286,=1.0616
2020-04-10,=4023.0803,=6258.7300,=13189013747154.7012,=9482711739815,=3539665643622.6035,=0.8780,=0.0025,=1.6518,=1.2291,=1.0618
2020-04-09,=4065.4533,=6324.6500,=13216553417516.0020,=9500940687069,=3545835979563.1792,=0.8799,=0.0033,=1.6519,=1.2298,=1.0620
2020-04-08,=4054.2861,=6307.2800,=13212328730552.9980,=9504841405975,=3546852263725.2998,=0.8797,=0.0029,=1.6527,=1.2305,=1.0621
