日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2021-09-08,=5639.6195,=9531.4200,=13500856354033.5801,=9807271144283,=3883665240153.8262,=0.8242,=0.0226,=1.3763,=1.1294,=1.0024
2021-09-07,=5592.5496,=9451.8700,=13443008084180.0527,=9788745660865,=3892279479975.6221,=0.8207,=0.0210,=1.3764,=1.1296,=1.0026
2021-09-06,=5482.7048,=9266.2200,=13254765713949.6797,=9644136649955,=3826372742255.4609,=0.8092,=0.0173,=1.3765,=1.1296,=1.0027
2021-09-03,=5431.9273,=9180.4000,=13211185568478.7500,=9609402396735,=3821446450486.3018,=0.8065,=0.0169,=1.3780,=1.1299,=1.0030
2021-09-02,=5448.1190,=9207.7700,=13182023427656.7207,=9596612835290,=3823483929416.4580,=0.8048,=0.0160,=1.3784,=1.1303,=1.0032
2021-09-01,=5361.0200,=9060.5600,=13082072345739.2988,=9513608639231,=3780767898173.3940,=0.7987,=0.0144,=1.3791,=1.1304,=1.0034
2021-08-31,=5385.9776,=9102.7400,=12863988848727.4980,=9350217348634,=3694810399858.3809,=0.7854,=0.0082,=1.3803,=1.1306,=1.0036
2021-08-30,=5271.5155,=8909.2900,=12654608869608.6602,=9195808141443,=3632045769244.8901,=0.7772,=0.0045,=1.3810,=1.1308,=1.0038
2021-08-27,=5240.6388,=8857.1100,=12750960421719.5859,=9256899696977,=3677887680306.7178,=0.7834,=0.0062,=1.3810,=1.1310,=1.0040
2021-08-26,=5205.1769,=8796.5800,=12672287256531.1816,=9176524272142,=3647351213078.1660,=0.7794,=0.0049,=1.3814,=1.1311,=1.0041
2021-08-25,=5184.7879,=8762.1200,=12743404622404.5918,=9231406916511,=3681998026773.7739,=0.7841,=0.0058,=1.3823,=1.1313,=1.0042
2021-08-24,=5122.6226,=8654.7600,=12790812921686.8008,=9263742056065,=3710543413069.7061,=0.7863,=0.0074,=1.3825,=1.1317,=1.0042
2021-08-23,=5080.2207,=8583.1200,=12763202268943.4707,=9240127242331,=3690229396744.7783,=0.7851,=0.0062,=1.3835,=1.1323,=1.0051
2021-08-20,=5022.0882,=8484.9000,=12729886270277.0293,=9211262651371,=3670012205139.1279,=0.7831,=0.0053,=1.3863,=1.1328,=1.0056
2021-08-19,=5014.9280,=8472.8000,=12745520760132.8008,=9224406307353,=3683865832738.4702,=0.7843,=0.0053,=1.3870,=1.1334,=1.0060
2021-08-18,=5043.6715,=8521.3700,=12911444468788.5215,=9344226005760,=3746856079455.8062,=0.7947,=0.0090,=1.3880,=1.1339,=1.0061
2021-08-17,=5011.6733,=8466.0500,=12699464727690.5391,=9184115422846,=3652884724829.4492,=0.7816,=0.0049,=1.3888,=1.1342,=1.0066
2021-08-16,=5108.3711,=8629.4000,=12802218179910.9629,=9268777579259,=3700246126633.2842,=0.7880,=0.0066,=1.3919,=1.1343,=1.0073
2021-08-13,=5108.1028,=8626.0600,=12766879730403.5859,=9237403742414,=3690275135175.3950,=0.7854,=0.0049,=1.3924,=1.1344,=1.0073
2021-08-12,=5101.5779,=8615.0400,=12784449595296.1621,=9251628645461,=3684267719320.6250,=0.7865,=0.0053,=1.3935,=1.1348,=1.0076
2021-08-11,=5036.9275,=8504.4200,=12819642890672.8691,=9262872720690,=3691384955493.0669,=0.7886,=0.0058,=1.3950,=1.1352,=1.0076
2021-08-10,=4959.3887,=8373.5000,=12643900878106.8281,=9149477856845,=3644971231945.0381,=0.7778,=0.0045,=1.3964,=1.1354,=1.0076
2021-08-09,=4950.7131,=8354.1000,=12567843065606.2109,=9096893006975,=3613049389539.2212,=0.7731,=0.0041,=1.3965,=1.1356,=1.0078
2021-08-06,=4882.5564,=8239.0900,=12357193506489.8203,=8936528575255,=3524414585145.2598,=0.7601,=0.0025,=1.3968,=1.1357,=1.0088
2021-08-05,=4856.8873,=8195.7700,=12339891844933.8691,=8917654597170,=3510021901932.2651,=0.7592,=0.0016,=1.3969,=1.1358,=1.0088
2021-08-04,=4886.6957,=8246.0700,=12337514599402.9473,=8912602427391,=3504892508626.0723,=0.7591,=0.0012,=1.3980,=1.1364,=1.0092
2021-08-03,=4812.4302,=8120.7500,=12353432064197.6133,=8918806401351,=3511266715674.4160,=0.7600,=0.0012,=1.3982,=1.1372,=1.0093
2021-08-02,=4870.7121,=8219.1000,=12409658442765.6270,=8955086640395,=3524436396723.1309,=0.7635,=0.0016,=1.3993,=1.1375,=1.0098
2021-07-30,=4858.4323,=8196.4700,=12273308409467.7402,=8856401541724,=3461723287145.9858,=0.7551,=0,=1.4006,=1.1376,=1.0101
2021-07-29,=4799.0508,=8093.0800,=12331484831012.2188,=8887354390189,=3481286852086.3237,=0.7582,=0.0004,=1.4011,=1.1377,=1.0110
2021-07-28,=4750.0305,=8002.8400,=12392713691264.0020,=8923565577452,=3483076506469.8506,=0.7614,=0.0004,=1.4045,=1.1379,=1.0111
2021-07-27,=4803.4369,=8092.8200,=12325986108129.6426,=8884511374648,=3458463881421.7051,=0.7573,=0,=1.4047,=1.1380,=1.0113
2021-07-26,=4951.1313,=8335.9300,=12566093848672.5859,=9074418929855,=3559630204853.4619,=0.7720,=0,=1.4054,=1.1381,=1.0116
2021-07-23,=5054.1009,=8504.0900,=12823306811813.3301,=9279201191162,=3677282388452.7222,=0.7878,=0.0004,=1.4074,=1.1381,=1.0118
2021-07-22,=5134.3525,=8619.7400,=12887956514735.7109,=9325270921061,=3699936175625.1909,=0.7914,=0.0012,=1.4083,=1.1381,=1.0123
2021-07-21,=5078.7577,=8526.4000,=12790632673399.4434,=9254633641539,=3663622018387.9648,=0.7855,=0,=1.4089,=1.1384,=1.0124
2021-07-20,=5079.3166,=8523.7700,=12869210173029.5332,=9307396180127,=3685251601276.4829,=0.7897,=0,=1.4107,=1.1389,=1.0124
2021-07-19,=5096.5915,=8548.0900,=12963441070739.8945,=9382170085525,=3722052896660.6899,=0.7953,=0.0004,=1.4117,=1.1391,=1.0130
2021-07-16,=5107.8824,=8567.0300,=13012248115536.6387,=9416028923763,=3738926157777.1709,=0.7983,=0.0008,=1.4120,=1.1392,=1.0132
2021-07-15,=5102.5826,=8547.5700,=13051521212235.4102,=9453277705878,=3759727540924.9946,=0.7996,=0.0008,=1.4121,=1.1394,=1.0134
2021-07-14,=5076.1542,=8495.1200,=12970542506306.0430,=9340568942054,=3691450374287.5820,=0.7905,=0,=1.4123,=1.1395,=1.0134
2021-07-13,=5110.6191,=8542.6200,=13134996352280.1602,=9457698201179,=3753724373579.7339,=0.8004,=0.0004,=1.4126,=1.1397,=1.0137
2021-07-12,=5077.1501,=8478.0900,=13135397217124.7266,=9451206389322,=3755642922350.0503,=0.7977,=0,=1.4128,=1.1400,=1.0139
2021-07-09,=5041.7975,=8408.2700,=13250374006540.1602,=9525703012257,=3762885168091.7339,=0.8029,=0,=1.4129,=1.1409,=1.0139
2021-07-08,=4999.3961,=8323.0800,=13288571089706.2539,=9542131647426,=3775107001861.7178,=0.8049,=0,=1.4130,=1.1418,=1.0141
2021-07-07,=5097.0188,=8473.6600,=13514534484781.9570,=9706011854425,=3866994274310.0420,=0.8182,=0.0016,=1.4131,=1.1421,=1.0144
2021-07-06,=5093.2563,=8453.6900,=13552508326730.0391,=9730652278342,=3875843972294.3350,=0.8202,=0.0025,=1.4136,=1.1426,=1.0147
2021-07-05,=5102.9435,=8462.0600,=13555593715466.1582,=9735160385622,=3848371696276.7090,=0.8156,=0.0004,=1.4147,=1.1430,=1.0147
2021-07-02,=5095.1268,=8443.7200,=13587063385990.9102,=9751438831507,=3856200148819.4219,=0.8174,=0.0004,=1.4159,=1.1433,=1.0148
2021-07-01,=5129.8208,=8501.2200,=13780576352074.3281,=9900673227187,=3948094895092.0400,=0.8292,=0.0066,=1.4169,=1.1439,=1.0149
2021-06-30,=5153.3965,=8539.4000,=13643546286391.9063,=9802864302814,=3893822287504.0586,=0.8209,=0.0016,=1.4170,=1.1443,=1.0150
2021-06-29,=5136.9878,=8508.7300,=13606026747221.0918,=9781376770469,=3878683507530.6782,=0.8175,=0.0004,=1.4182,=1.1447,=1.0152
2021-06-28,=5143.8309,=8516.8000,=13731114730690.3906,=9879422628548,=3928220681704.2441,=0.8242,=0.0021,=1.4187,=1.1453,=1.0153
2021-06-25,=5185.6348,=8586.0200,=13883128021716.7305,=9982004075870,=3978654941694.0020,=0.8334,=0.0070,=1.4198,=1.1456,=1.0155
2021-06-24,=5163.1286,=8544.3300,=13745467167674.2383,=9886446665484,=3929803556682.1782,=0.8250,=0.0025,=1.4198,=1.1463,=1.0155
2021-06-23,=5168.7381,=8550.2000,=13694055257637.1504,=9851897074503,=3922345376473.2671,=0.8215,=0.0012,=1.4231,=1.1470,=1.0157
2021-06-22,=5096.1971,=8430.2000,=13671970216425.4570,=9822365628417,=3911620775770.7661,=0.8202,=0.0008,=1.4234,=1.1471,=1.0159
2021-06-21,=5036.6107,=8331.6300,=13555740772190.4805,=9731377209421,=3862893358690.3828,=0.8132,=0,=1.4238,=1.1475,=1.0160
2021-06-18,=5009.9340,=8287.5000,=13659747696852.8906,=9808713708977,=3898728114704.1538,=0.8194,=0,=1.4267,=1.1479,=1.0161
2021-06-17,=5029.8193,=8292.2400,=13755252440925.8965,=9877313699677,=3929061047708.7261,=0.8246,=0.0004,=1.4279,=1.1483,=1.0161
2021-06-16,=5038.7454,=8295.2200,=13909106753349.4102,=10003371198944,=3962586655937.4502,=0.8292,=0.0025,=1.4290,=1.1486,=1.0164
2021-06-15,=5105.4489,=8405.0300,=13897095226414.5801,=9999079025777,=3958376432807.2070,=0.8285,=0.0016,=1.4298,=1.1491,=1.0166
2021-06-11,=5147.6327,=8474.4800,=14051581880098.2031,=10112645957061,=4021906860542.4282,=0.8377,=0.0074,=1.4308,=1.1497,=1.0167
2021-06-10,=5169.6907,=8502.2400,=14074601755058.2227,=10124565370631,=4032026101771.8462,=0.8390,=0.0082,=1.4315,=1.1497,=1.0167
2021-06-09,=5157.3776,=8481.9900,=14114067347705.4492,=10153702136862,=4040327207557.6504,=0.8414,=0.0111,=1.4330,=1.1503,=1.0167
2021-06-08,=5142.3618,=8452.9900,=14098312298656.3027,=10134497769547,=4039587701547.4961,=0.8404,=0.0095,=1.4337,=1.1506,=1.0169
2021-06-07,=5170.7310,=8498.3600,=14082341766023.4180,=10125444135495,=4043517112282.9438,=0.8394,=0.0086,=1.4341,=1.1509,=1.0169
2021-06-04,=5179.9914,=8513.5800,=14122054016759.2207,=10156074938024,=4062508397648.7231,=0.8418,=0.0107,=1.4341,=1.1510,=1.0173
2021-06-03,=5205.2785,=8538.4100,=14108027342457.6406,=10148504207564,=4036678514144.0171,=0.8377,=0.0074,=1.4348,=1.1513,=1.0177
2021-06-02,=5209.2980,=8545,=14175584113886.1387,=10191332393255,=4066982252186.4390,=0.8418,=0.0099,=1.4351,=1.1518,=1.0178
2021-06-01,=5236.0795,=8588.1800,=14164109351704.9941,=10176027242649,=4067533400430.2280,=0.8411,=0.0090,=1.4352,=1.1522,=1.0181
2021-05-31,=5204.7303,=8527.1800,=14214865825342.1504,=10216321086175,=4095305616118.7832,=0.8446,=0.0119,=1.4357,=1.1527,=1.0184
2021-05-28,=5160.2055,=8450.4500,=14286847556692.0781,=10252063690996,=4106656990222.0542,=0.8489,=0.0152,=1.4366,=1.1532,=1.0184
2021-05-27,=5152.8065,=8432.9300,=14261550585623.7715,=10241503673895,=4101428012076.6582,=0.8473,=0.0140,=1.4366,=1.1535,=1.0186
2021-05-26,=5136.1392,=8392.6600,=14290485914236.0391,=10256074915551,=4111529294509.6548,=0.8490,=0.0148,=1.4367,=1.1538,=1.0191
2021-05-25,=5105.8706,=8332.6100,=14227241611123.3887,=10208301931012,=4080912199509.9888,=0.8452,=0.0128,=1.4371,=1.1541,=1.0192
2021-05-24,=5042.4622,=8229.1300,=13927256223784.0703,=9990260412883,=3957473272956.4419,=0.8274,=0.0004,=1.4385,=1.1543,=1.0197
2021-05-21,=5009.7341,=8175.7200,=13933339392846.0586,=9994583256615,=3960395554257.4399,=0.8278,=0.0004,=1.4385,=1.1544,=1.0200
2021-05-20,=4994.9079,=8139.7500,=14046199670305.6406,=10069095690432,=4002399935368.4302,=0.8340,=0.0041,=1.4389,=1.1545,=1.0200
2021-05-19,=5068.8477,=8258.8000,=14068042083552.0723,=10088121093271,=4003664189963.0811,=0.8353,=0.0041,=1.4395,=1.1546,=1.0203
2021-05-18,=5070.8467,=8262.0600,=14205495690154.2305,=10195091244620,=4057065941843.6299,=0.8435,=0.0090,=1.4405,=1.1548,=1.0203
2021-05-17,=5043.0120,=8216.7100,=14191562255964.9980,=10181526431867,=4051864205557.6499,=0.8427,=0.0086,=1.4410,=1.1551,=1.0204
2021-05-14,=5051.4249,=8227.9700,=14164451687880.0430,=10159993773717,=4035935469137.3491,=0.8410,=0.0070,=1.4413,=1.1554,=1.0205
2021-05-13,=5016.7159,=8171.4400,=14037565645622.6484,=10064405894461,=3976708077549.1211,=0.8334,=0.0029,=1.4420,=1.1555,=1.0205
2021-05-12,=5080.3761,=8265.7100,=14153103579305.9824,=10152684830524,=4012515664905.9497,=0.8402,=0.0062,=1.4422,=1.1557,=1.0206
2021-05-11,=5033.7481,=8189.8500,=14084000869066.2598,=10112913104121,=4003017357040.0688,=0.8361,=0.0045,=1.4422,=1.1564,=1.0206
2021-05-10,=5080.8989,=8266.5600,=14114963056947.3867,=10129128250984,=4007920207534.7710,=0.8380,=0.0049,=1.4425,=1.1569,=1.0210
2021-05-07,=5037.8662,=8196.5500,=14079722955946.1309,=10119965466566,=4020031520338.4297,=0.8359,=0.0041,=1.4429,=1.1570,=1.0214
2021-05-06,=5029.4069,=8180.0600,=13948373399127.9355,=10045269915736,=3998648245915.9390,=0.8281,=0.0004,=1.4447,=1.1572,=1.0215
2021-04-30,=4956.5014,=8061.4800,=13864885838405.2598,=9974282481106,=3967527002638.4209,=0.8231,=0,=1.4455,=1.1576,=1.0216
2021-04-29,=4981.2588,=8099.3400,=14058928983146.7695,=10086046382822,=3989754003912.3999,=0.8519,=0.0111,=1.4464,=1.1578,=1.0218
2021-04-28,=4952.5541,=8052.6600,=13944547261555.0469,=9994408225582,=3939680261405.2212,=0.8520,=0.0111,=1.4466,=1.1579,=1.0219
2021-04-27,=4922.7051,=8001.0300,=13968862988593.0859,=10002144000473,=3946801941687.2798,=0.8544,=0.0123,=1.4473,=1.1582,=1.0220
2021-04-26,=4921.2913,=7998.7400,=14003340317190.7598,=10020408039049,=3944274874184.7705,=0.8579,=0.0169,=1.4478,=1.1587,=1.0222
2021-04-23,=4956.2111,=8055.4900,=14136580142659.2734,=10117984376096,=3992555140181.0503,=0.8684,=0.0279,=1.4483,=1.1590,=1.0222
2021-04-22,=4971.0541,=8079.6200,=14177171822690.6855,=10143728641004,=3987903819492.7202,=0.8711,=0.0308,=1.4487,=1.1596,=1.0223
2021-04-21,=4950.1738,=8045.6800,=14234217144952.3066,=10182667505034,=4003812224935.7612,=0.8746,=0.0341,=1.4498,=1.1603,=1.0224
2021-04-20,=4955.3885,=8054.1600,=14251612848721.9219,=10193165204697,=3991235253853.0400,=0.8757,=0.0349,=1.4503,=1.1606,=1.0226
2021-04-19,=4958.2629,=8058.1400,=14318107928800.0293,=10226963559655,=3999974869579.9600,=0.8810,=0.0419,=1.4503,=1.1609,=1.0227
2021-04-16,=4928.3477,=8009.5200,=14218029914613.6660,=10141209860421,=3948703105040.1680,=0.8757,=0.0349,=1.4526,=1.1618,=1.0227
2021-04-15,=4869.2945,=7913.5500,=14139285286971.9277,=10074237464383,=3916842063239.8799,=0.8710,=0.0304,=1.4533,=1.1625,=1.0229
2021-04-14,=4864.0660,=7905.0500,=14186621519181.8906,=10121111422367,=3946003419438.3096,=0.8739,=0.0329,=1.4534,=1.1629,=1.0236
2021-04-13,=4828.8053,=7846.4400,=14254690507944.1387,=10160314817109,=3963377911511.9302,=0.8781,=0.0374,=1.4536,=1.1633,=1.0237
2021-04-12,=4871.1468,=7915.2400,=14288293746647.9609,=10205565970051,=3981746016705.7900,=0.8802,=0.0390,=1.4540,=1.1635,=1.0237
2021-04-09,=4893.5398,=7951.6300,=14247435857640.1836,=10187585964942,=3991809273178.0088,=0.8777,=0.0362,=1.4548,=1.1637,=1.0238
2021-04-08,=4888.8475,=7944,=14294617425577.4492,=10212091282718,=4010377844687.8906,=0.8807,=0.0390,=1.4548,=1.1638,=1.0240
2021-04-07,=4899.5453,=7961.3900,=14324531833892.1738,=10239526491869,=4021378051887.5322,=0.8825,=0.0419,=1.4548,=1.1641,=1.0240
2021-04-06,=4857.8954,=7893.7100,=14310535989674.4199,=10225618564584,=4031997957154.7891,=0.8817,=0.0399,=1.4552,=1.1644,=1.0241
2021-04-02,=4836.8336,=7859.4900,=14307145610526.9492,=10238244721199,=4031260692592.6211,=0.8815,=0.0391,=1.4555,=1.1646,=1.0241
2021-04-01,=4865.1097,=7905.4300,=14441592934071.7598,=10321491108927,=4060737391936.0601,=0.8901,=0.0452,=1.4560,=1.1655,=1.0242
2021-03-31,=4827.1964,=7843.8300,=14465424549003.9180,=10327718420126,=4056068321754.6802,=0.8916,=0.0469,=1.4563,=1.1659,=1.0243
2021-03-30,=4841.7385,=7867.4600,=14442468877331.2676,=10324970469296,=4057979749967.8696,=0.8973,=0.0526,=1.4563,=1.1659,=1.0243
2021-03-29,=4848.1970,=7877.9500,=14372473642515.0215,=10276554224223,=4029960537334.9390,=0.8930,=0.0485,=1.4564,=1.1661,=1.0245
2021-03-26,=4794.5390,=7790.7600,=14190677505787.3281,=10159289518792,=3997353160170.5508,=0.8939,=0.0489,=1.4568,=1.1662,=1.0247
2021-03-25,=4735.6196,=7695.0200,=14111698670494.1465,=10101527867114,=3957667922499.4492,=0.8905,=0.0456,=1.4570,=1.1672,=1.0248
2021-03-24,=4753.1943,=7723.5800,=14192340355746.0547,=10151797395686,=3979004803838.7002,=0.8959,=0.0506,=1.4570,=1.1673,=1.0249
2021-03-23,=4828.3428,=7845.6900,=14365091649106.7598,=10272453247738,=4055104866738.2388,=0.9068,=0.0633,=1.4582,=1.1675,=1.0251
2021-03-22,=4898.5712,=7959.8000,=14473608873528.8809,=10350864399205,=4094275934980.0601,=0.9137,=0.0736,=1.4600,=1.1676,=1.0251
2021-03-19,=4832.3740,=7852.2400,=14255342004642.2695,=10192028715684,=4016701056333.9590,=0.9011,=0.0567,=1.4600,=1.1677,=1.0252
2021-03-18,=4880.9697,=7931.2000,=14591589923465.4902,=10419972634979,=4126806531925.0903,=0.9223,=0.0847,=1.4601,=1.1679,=1.0260
2021-03-17,=4863.2756,=7902.4500,=14609037485771.4531,=10425602817204,=4116458597391.5908,=0.9234,=0.0868,=1.4601,=1.1682,=1.0260
2021-03-16,=4886.4327,=7940.0800,=14781740637430.6309,=10545309551186,=4170339691220.6802,=0.9343,=0.0979,=1.4605,=1.1684,=1.0261
2021-03-15,=4854.5476,=7888.2700,=14643136630197.5977,=10455251930746,=4114497651508.7988,=0.9256,=0.0888,=1.4609,=1.1686,=1.0261
2021-03-12,=4843.1182,=7869.7000,=14555676849661.5078,=10408921329664,=4118998307506.9097,=0.9201,=0.0822,=1.4613,=1.1691,=1.0262
2021-03-11,=4803.3034,=7805,=14449840042610.9609,=10296159588430,=4060140126116.3091,=0.9135,=0.0724,=1.4613,=1.1692,=1.0270
2021-03-10,=4696.0511,=7630.7200,=14159316843608.2344,=10093509165593,=3951863148477.5898,=0.8951,=0.0493,=1.4620,=1.1692,=1.0272
2021-03-09,=4721.3376,=7671.8100,=14203931401387.2598,=10133662192881,=3958439957837.6001,=0.8979,=0.0514,=1.4622,=1.1692,=1.0273
2021-03-08,=4760.4053,=7735.3000,=14363864350159.2324,=10233902447275,=4011525150726.3398,=0.9080,=0.0637,=1.4624,=1.1703,=1.0275
2021-03-05,=4802.3860,=7803.5100,=14519829541693.8398,=10334396647273,=4079599076751.6802,=0.9179,=0.0785,=1.4632,=1.1703,=1.0275
2021-03-04,=4832.9155,=7853.1200,=14555903247004.1055,=10368608712856,=4130123548573.8296,=0.9202,=0.0802,=1.4639,=1.1703,=1.0278
2021-03-03,=4870.2766,=7913.8300,=14665967691568.8828,=10446343171815,=4185594847300.0898,=0.9271,=0.0880,=1.4645,=1.1704,=1.0278
2021-03-02,=4759.4813,=7733.7900,=14212380926389.8418,=10169273443098,=4057902053923.2900,=0.8986,=0.0530,=1.4645,=1.1704,=1.0283
2021-03-01,=4801.1960,=7801.5800,=14363571699204.8008,=10250122244466,=4086632035568.1709,=0.9081,=0.0633,=1.4645,=1.1710,=1.0285
2021-02-26,=4705.6248,=7646.2800,=14321161781057.9023,=10215935523982,=4065105429505.5298,=0.9055,=0.0600,=1.4646,=1.1715,=1.0287
2021-02-25,=4805.2054,=7808.0900,=14651072301738.4492,=10441902747728,=4197856278464.0298,=0.9263,=0.0851,=1.4649,=1.1721,=1.0289
2021-02-24,=4737.7627,=7698.5000,=14314264862482.2383,=10203672392210,=4095623723171.5610,=0.9050,=0.0588,=1.4651,=1.1723,=1.0289
2021-02-23,=4789.9579,=7783.3200,=14579280074531.6602,=10372793830988,=4179253365766.7798,=0.9218,=0.0798,=1.4654,=1.1724,=1.0290
2021-02-22,=4826.0832,=7842.0200,=14531896853191.1504,=10352640279995,=4152034897706.5190,=0.9188,=0.0781,=1.4655,=1.1730,=1.0293
2021-02-19,=4774.4480,=7758.1100,=14427420233874.4121,=10303819076821,=4176841893553.5391,=0.9122,=0.0678,=1.4656,=1.1732,=1.0294
2021-02-18,=4692.4479,=7624.8700,=14373634376591.8789,=10262673653882,=4172896391553.9790,=0.9088,=0.0629,=1.4661,=1.1737,=1.0295
2021-02-10,=4581.2664,=7444.2100,=14206567180581.5371,=10093848522569,=4098062834852.1001,=0.8982,=0.0513,=1.4685,=1.1740,=1.0296
2021-02-09,=4548.4678,=7390.9100,=14043337276712.7305,=10021358307731,=4085544976699.0098,=0.8879,=0.0443,=1.4691,=1.1744,=1.0296
2021-02-08,=4492.1841,=7299.4600,=14024724660270.4805,=10003849350369,=4072877184825.8105,=0.8867,=0.0435,=1.4691,=1.1746,=1.0301
2021-02-05,=4447.2495,=7226.4400,=13951021918539.5371,=9945836963103,=4023643191598.0698,=0.8821,=0.0402,=1.4691,=1.1747,=1.0301
2021-02-04,=4431.3025,=7200.5300,=13713708744429.4902,=9809138444221,=3963327226412.5010,=0.8671,=0.0267,=1.4691,=1.1747,=1.0304
2021-02-03,=4475.7413,=7272.7400,=13729308688995.5508,=9817803197279,=3971095430404.1699,=0.8680,=0.0271,=1.4691,=1.1748,=1.0304
2021-02-02,=4512.3273,=7332.1900,=13744676357241.0508,=9820334954177,=3953718368278.5391,=0.8693,=0.0284,=1.4696,=1.1750,=1.0304
2021-02-01,=4482.1023,=7283.0700,=13740893714394.9277,=9812105091597,=3941359423776.8296,=0.8691,=0.0275,=1.4696,=1.1750,=1.0305
2021-01-29,=4431.6174,=7201.0400,=13619462429774.1309,=9718577427293,=3882420960241.1099,=0.8614,=0.0210,=1.4705,=1.1751,=1.0306
2021-01-28,=4469.6817,=7262.8900,=13640963492502.3418,=9763395434060,=3905078669261.7495,=0.8627,=0.0218,=1.4714,=1.1755,=1.0307
2021-01-27,=4533.9075,=7367.2500,=13786163446750.2363,=9862989674593,=3953179082371.4019,=0.8719,=0.0284,=1.4720,=1.1757,=1.0307
2021-01-26,=4530.2734,=7361.3500,=13686281525990.8730,=9793007660276,=3915188987757.5190,=0.8656,=0.0243,=1.4729,=1.1758,=1.0312
2021-01-25,=4559.4781,=7408.8000,=13743232770441.3633,=9845706337860,=3945609812938.5498,=0.8692,=0.0263,=1.4730,=1.1758,=1.0315
2021-01-22,=4626.2076,=7517.2300,=13738587980245.3574,=9854321641258,=3942282552403.6904,=0.8689,=0.0259,=1.4732,=1.1763,=1.0317
2021-01-21,=4676.9502,=7599.6900,=13958995810702.0332,=10001900951304,=4004473989395.3599,=0.8829,=0.0366,=1.4735,=1.1764,=1.0317
2021-01-20,=4656.5359,=7566.5200,=13944054541538.3555,=9982923571989,=3984195958456.0498,=0.8819,=0.0358,=1.4740,=1.1764,=1.0318
2021-01-19,=4663.3179,=7577.5400,=14086045516582.6055,=10052044335205,=4019215021333.2290,=0.8909,=0.0395,=1.4741,=1.1768,=1.0320
2021-01-18,=4638.6807,=7537.5000,=14001776959975.3652,=10022533663980,=4014430939386.1089,=0.8856,=0.0378,=1.4744,=1.1768,=1.0324
2021-01-15,=4603.7158,=7480.6900,=13938839760306.2422,=9978670471338,=3965571944936.2500,=0.8815,=0.0350,=1.4745,=1.1770,=1.0324
2021-01-14,=4576.9088,=7437.1300,=13768223643531.4492,=9866438245652,=3900869969895.4697,=0.8708,=0.0263,=1.4747,=1.1775,=1.0325
2021-01-13,=4593.3933,=7463.9100,=13780533566984.1172,=9870125166217,=3912798936171.4399,=0.8715,=0.0263,=1.4752,=1.1775,=1.0326
2021-01-12,=4600.2092,=7474.9900,=13684411184371.5703,=9817291471044,=3890292756870.3618,=0.8655,=0.0238,=1.4770,=1.1776,=1.0332
2021-01-11,=4562.9926,=7414.5200,=13565893018191.2285,=9732538243982,=3844360963880.2808,=0.8580,=0.0169,=1.4773,=1.1777,=1.0335
2021-01-08,=4614.1771,=7497.6900,=13535870627802.8418,=9727843593109,=3819576262977.7705,=0.8561,=0.0148,=1.4785,=1.1779,=1.0336
2021-01-07,=4600.7744,=7475.9100,=13426523324093.0293,=9635738243909,=3777821923347.5889,=0.8491,=0.0086,=1.4788,=1.1781,=1.0339
2021-01-06,=4632.2019,=7526.9700,=13323296383194.0781,=9561143914188,=3735207903108.0298,=0.8426,=0.0045,=1.4790,=1.1781,=1.0340
2021-01-05,=4621.5191,=7509.6200,=13159951264590.2813,=9436710270433,=3662945587561.2412,=0.8323,=0.0012,=1.4797,=1.1784,=1.0341
2021-01-04,=4611.3054,=7493.0200,=13228028470967.6113,=9495969346799,=3692415053799.3398,=0.8366,=0.0029,=1.4799,=1.1785,=1.0344
2020-12-31,=4595.5919,=7467.4900,=13300755221331.4609,=9561275846635,=3732823662889.5078,=0.8412,=0.0033,=1.4802,=1.1785,=1.0344
2020-12-30,=4562.0025,=7412.9100,=13180812580014.1895,=9500033749279,=3694951633808.4292,=0.8336,=0.0021,=1.4825,=1.1786,=1.0347
2020-12-29,=4543.6309,=7383.0500,=13167598904047.7012,=9483533335808,=3680697833740.3618,=0.8328,=0.0012,=1.4829,=1.1787,=1.0349
2020-12-28,=4582.1406,=7445.6300,=13208973439238.0078,=9522908622583,=3694286660019.3989,=0.8354,=0.0016,=1.4831,=1.1788,=1.0352
2020-12-25,=4612.8617,=7495.5500,=13179619921914.4512,=9476611580584,=3676589942003.1782,=0.8335,=0.0012,=1.4844,=1.1788,=1.0352
2020-12-24,=4580.1054,=7442.3200,=13141761095877.4512,=9444015610395,=3663867543938.3198,=0.8311,=0.0008,=1.4862,=1.1791,=1.0352
2020-12-23,=4622.7610,=7511.6300,=13139177326850.8203,=9448851317790,=3661290613832.6899,=0.8310,=0.0004,=1.4881,=1.1792,=1.0353
2020-12-22,=4620.2651,=7507.5800,=13103977387852.4297,=9420512631880,=3650589870426.0801,=0.8287,=0,=1.4881,=1.1794,=1.0354
2020-12-21,=4728.4945,=7683.4400,=13357675281724.8281,=9602666990560,=3724495987558.7588,=0.8448,=0.0016,=1.4883,=1.1800,=1.0355
2020-12-18,=4713.2918,=7658.7400,=13390245591346.8105,=9623821072021,=3734356712251.5210,=0.8469,=0.0025,=1.4890,=1.1800,=1.0358
2020-12-17,=4692.5680,=7625.0700,=13433245974272.2891,=9648005276443,=3756090658189.6694,=0.8496,=0.0033,=1.4891,=1.1803,=1.0358
